aX;aY;aZ;gX;gY;gZ
0.387;-1.222;1.005;-61.829;224.915;46.814
0.295;-1.162;0.818;-67.505;245.239;39.063
0.231;-1.109;0.601;-57.861;257.690;36.072
0.189;-1.095;0.440;-43.091;241.943;42.480
0.107;-1.105;0.276;-24.353;212.219;50.720
0.051;-1.130;0.178;-18.005;211.182;57.800
0.000;-1.161;0.102;-21.057;206.543;66.284
-0.050;-1.178;0.037;-36.438;206.299;71.594
-0.142;-1.197;-0.026;-47.485;210.266;74.036
-0.232;-1.161;-0.118;-52.368;217.529;73.486
-0.293;-1.149;-0.225;-52.979;227.966;67.749
-0.382;-1.153;-0.353;-52.368;237.000;62.927
-0.497;-1.132;-0.439;-51.331;240.967;61.890
-0.666;-1.149;-0.529;-44.189;239.807;67.261
-0.840;-1.103;-0.636;-51.636;239.624;73.975
-0.957;-1.080;-0.764;-67.444;245.789;76.965
-0.997;-1.046;-0.974;-98.938;244.141;79.712
-1.022;-1.017;-1.132;-112.793;238.281;88.013
-1.056;-1.027;-1.252;-111.023;224.365;103.516
-1.036;-1.036;-1.304;-113.647;209.167;121.521
-0.970;-1.030;-1.247;-116.638;200.073;139.099
-0.976;-1.050;-1.209;-118.652;193.665;157.898
-0.977;-1.038;-1.156;-134.583;186.584;178.711
-0.989;-0.923;-1.161;-155.273;180.115;194.519
-1.017;-0.786;-1.305;-164.246;169.800;204.346
-1.069;-0.682;-1.384;-168.823;148.865;214.722
-1.130;-0.481;-1.366;-175.354;123.108;223.450
-1.115;-0.210;-1.477;-171.265;99.304;218.872
-1.091;0.021;-1.794;-153.015;73.608;200.500
-0.996;0.232;-2.129;-153.381;42.419;175.781
-0.833;0.354;-2.327;-170.227;12.451;140.991
-0.764;0.328;-2.516;-177.002;-17.578;92.590
-0.564;0.797;-3.769;-156.677;-42.603;41.260
-0.445;-0.047;-2.818;28.259;-87.097;-41.016
-0.171;0.022;-3.175;-209.778;-17.883;-46.082
-0.036;0.169;-3.504;-321.106;125.977;44.434
-0.121;0.256;-3.823;-154.053;153.992;57.434
-0.106;0.366;-4.000;8.545;104.980;15.137
-0.095;0.457;-4.000;22.217;75.378;11.536
-0.110;0.490;-4.000;-8.972;18.860;5.249
-0.084;0.421;-4.000;0.916;-48.157;-2.625
-0.089;0.356;-3.939;21.606;-113.342;-6.348
-0.099;0.361;-3.473;27.649;-169.067;-10.925
-0.159;0.335;-3.020;42.053;-210.937;-11.719
-0.223;0.218;-2.629;57.556;-230.713;-13.184
-0.271;0.066;-2.341;65.979;-229.797;-18.250
-0.348;-0.078;-2.113;80.444;-221.191;-21.606
-0.440;-0.216;-1.997;112.244;-204.956;-27.283
-0.551;-0.364;-2.004;149.841;-188.049;-36.682
-0.665;-0.566;-2.062;173.950;-178.528;-44.250
-0.749;-0.738;-2.105;176.575;-182.068;-46.692
-0.871;-0.859;-2.084;167.175;-199.768;-45.166
-0.957;-0.981;-2.059;151.428;-227.051;-38.269
-0.985;-1.218;-1.763;110.718;-304.504;-10.864
-0.995;-1.312;-1.536;103.821;-335.876;1.099
-0.996;-1.354;-1.299;94.299;-355.591;3.174
-0.979;-1.487;-1.097;77.454;-369.324;15.320
-0.890;-1.645;-0.908;58.899;-369.263;23.437
-0.784;-1.813;-0.703;48.889;-363.464;26.672
-0.684;-2.006;-0.542;53.528;-350.037;28.198
-0.571;-2.087;-0.441;69.275;-327.332;23.071
-0.541;-2.117;-0.417;94.849;-311.279;35.156
-0.551;-2.034;-0.359;113.464;-297.424;51.880
-0.575;-1.890;-0.264;138.184;-285.095;62.134
-0.579;-1.791;-0.079;163.330;-276.794;63.843
-0.540;-1.716;0.092;169.739;-268.005;59.692
-0.490;-1.645;0.285;162.537;-254.639;49.805
-0.423;-1.609;0.585;148.376;-237.244;34.851
-0.264;-1.577;0.921;147.339;-212.280;14.648
-0.042;-1.536;1.229;150.024;-188.782;-0.732
0.167;-1.438;1.724;140.015;-173.706;-3.723
0.400;-1.285;2.427;125.366;-158.508;4.761
0.544;-1.097;3.294;102.844;-146.545;14.832
0.874;-0.795;4.000;84.839;-131.836;-5.127
1.207;-0.612;4.000;98.206;-94.971;-47.852
1.523;-0.587;4.000;139.587;-24.231;-76.904
1.395;-0.402;4.000;158.020;31.189;-43.884
1.322;-0.282;4.000;129.028;52.979;-17.334
1.218;-0.386;4.000;98.389;80.688;-6.592
1.154;-0.521;4.000;62.744;91.553;4.822
1.057;-0.627;4.000;18.738;107.971;21.057
0.864;-0.667;4.000;-4.578;129.150;35.034
0.683;-0.679;3.695;-22.644;153.931;39.429
0.536;-0.745;3.232;-40.894;175.781;34.973
0.436;-0.828;2.797;-55.725;189.758;25.635
0.402;-0.919;2.442;-70.251;199.341;12.939
0.314;-0.972;2.120;-83.130;206.238;3.601
0.280;-1.072;1.735;-91.064;211.609;-0.610
0.276;-1.142;1.414;-98.999;214.539;1.160
0.217;-1.187;1.134;-95.947;213.928;7.996
0.163;-1.233;0.850;-86.731;211.670;15.747
0.128;-1.271;0.585;-86.487;206.604;21.729
0.062;-1.247;0.399;-93.933;201.172;26.306
-0.029;-1.186;0.212;-89.294;198.303;28.870
-0.158;-1.142;0.004;-71.716;195.557;29.846
-0.281;-1.148;-0.178;-62.683;192.444;27.405
-0.364;-1.190;-0.288;-67.261;192.139;18.494
-0.391;-1.232;-0.435;-66.528;197.693;4.944
-0.438;-1.228;-0.661;-56.458;204.773;-4.272
-0.526;-1.139;-0.861;-52.429;208.374;-4.944
-0.638;-1.002;-1.012;-48.706;208.435;0.427
-0.714;-0.898;-1.218;-43.213;203.003;7.141
-0.813;-0.825;-1.298;-58.472;190.552;14.954
-0.902;-0.745;-1.359;-88.989;179.993;17.578
-0.960;-0.722;-1.566;-108.765;176.941;13.062
-0.951;-0.758;-1.976;-130.249;166.565;12.634
-0.899;-0.676;-2.284;-173.828;133.789;25.085
-0.806;-0.481;-2.444;-226.318;89.355;43.579
-0.707;-0.241;-2.487;-267.334;53.833;50.964
-0.561;-0.051;-2.479;-280.090;40.344;39.795
-0.380;0.077;-2.474;-256.775;45.227;7.629
-0.161;0.093;-2.503;-219.360;49.622;-36.804
0.021;0.040;-2.608;-160.400;51.392;-66.589
0.184;-0.100;-2.947;-77.148;55.237;-80.261
0.285;-0.225;-3.610;-44.556;58.533;-78.491
0.583;-0.232;-3.891;-92.896;62.683;-50.781
0.793;-0.227;-3.814;-143.311;14.099;-27.161
0.926;-0.202;-3.685;-149.231;-32.776;-18.494
1.003;-0.271;-3.577;-107.300;-44.006;-14.282
1.010;-0.341;-3.498;-27.100;-39.673;-13.550
0.911;-0.368;-3.406;61.707;-34.729;-9.949
0.718;-0.381;-3.285;130.981;-36.194;-1.526
0.504;-0.339;-3.251;174.500;-48.096;7.324
0.304;-0.269;-3.214;192.322;-71.838;16.968
0.104;-0.205;-3.103;191.711;-110.840;23.682
-0.056;-0.241;-2.921;178.284;-157.043;25.513
-0.178;-0.297;-2.645;154.663;-204.224;13.794
-0.248;-0.489;-2.418;146.057;-242.187;1.038
-0.272;-0.738;-2.264;150.879;-271.545;-17.700
-0.299;-0.984;-2.049;149.231;-298.950;-33.752
-0.295;-1.281;-1.846;144.287;-325.012;-42.297
-0.252;-1.534;-1.608;143.921;-335.693;-35.645
-0.254;-1.687;-1.267;131.897;-331.970;-12.512
-0.256;-1.783;-0.977;115.662;-322.510;17.395
-0.234;-1.799;-0.811;105.164;-305.176;45.349
-0.254;-1.700;-0.578;90.515;-285.522;71.411
-0.266;-1.613;-0.382;68.604;-270.691;88.989
-0.215;-1.582;-0.174;33.997;-257.080;99.792
-0.175;-1.706;0.035;-2.075;-233.398;114.685
-0.123;-1.761;0.204;-45.471;-193.481;133.057
-0.073;-1.626;0.315;-103.760;-150.513;151.428
-0.033;-1.427;0.296;-115.540;-112.061;156.372
-0.038;-1.226;0.289;-47.363;-80.750;138.733
-0.065;-1.001;0.379;57.373;-59.326;101.501
-0.063;-0.825;0.576;140.991;-45.654;53.101
-0.010;-0.728;0.736;176.025;-38.147;8.057
0.083;-0.737;0.872;170.837;-33.508;-26.184
0.215;-0.848;1.120;135.437;-29.785;-51.270
0.375;-1.005;1.566;82.336;-25.024;-64.209
0.618;-1.112;2.135;29.663;-19.043;-65.796
0.854;-1.056;2.788;10.742;-25.513;-57.129
1.008;-0.802;3.422;41.504;-41.382;-44.189
1.153;-0.572;3.813;103.027;-44.861;-35.950
1.184;-0.367;4.000;130.615;-29.358;-26.062
1.249;-0.230;4.000;98.022;-5.798;-18.372
1.323;-0.113;4.000;41.443;20.386;-10.254
1.361;-0.052;4.000;-1.343;36.072;-3.784
1.313;0.048;4.000;-30.090;51.636;3.662
1.255;0.055;3.960;-47.058;73.242;11.475
1.084;0.076;3.716;-70.129;93.689;15.747
0.946;-0.020;3.353;-91.309;116.089;13.306
0.869;-0.275;2.948;-98.633;137.695;6.287
0.820;-0.451;2.602;-103.882;153.809;-4.761
0.718;-0.568;2.287;-98.145;166.199;-21.057
0.598;-0.666;1.920;-85.632;179.565;-35.156
0.530;-0.765;1.549;-85.144;189.514;-39.246
0.529;-0.919;1.218;-89.905;192.627;-32.593
0.487;-1.042;1.014;-90.881;189.697;-18.188
0.394;-1.111;0.910;-85.205;184.692;-6.165
0.293;-1.132;0.778;-70.557;184.570;-0.671
0.187;-1.149;0.621;-55.420;189.087;1.465
0.096;-1.179;0.399;-41.138;194.336;4.333
-0.657;-1.224;-1.090;-5.737;184.509;-19.775
-0.675;-1.256;-1.217;-36.865;164.246;0.610
-0.716;-1.161;-1.236;-71.106;147.522;24.963
-0.817;-1.022;-1.316;-79.529;139.160;40.710
-0.868;-0.864;-1.499;-75.562;136.230;43.701
-0.865;-0.747;-1.742;-82.214;130.920;38.818
-0.773;-0.693;-2.052;-107.178;120.850;32.837
-0.611;-0.722;-2.562;-139.404;104.675;27.588
-0.421;-0.719;-3.101;-171.448;79.895;26.062
-0.209;-0.670;-3.590;-193.787;50.659;24.414
0.041;-0.606;-4.000;-190.674;19.043;18.616
0.242;-0.450;-4.000;-151.611;-23.437;3.296
0.488;-0.271;-4.000;-101.318;-51.086;-16.296
0.731;-0.178;-4.000;-42.725;-76.111;-29.358
0.894;-0.040;-4.000;4.700;-83.740;-18.616
1.012;0.126;-4.000;30.334;-78.674;-0.732
1.052;0.243;-3.930;57.434;-86.365;10.010
1.011;0.351;-3.664;86.609;-99.121;19.287
0.876;0.390;-3.424;110.657;-116.394;23.437
0.696;0.390;-3.293;121.338;-141.479;25.452
0.503;0.349;-3.183;117.249;-168.152;30.701
0.293;0.272;-2.925;114.990;-192.383;25.208
0.174;0.116;-2.643;127.563;-214.539;17.700
0.023;-0.107;-2.261;141.418;-234.924;17.883
-0.117;-0.330;-2.051;157.043;-244.019;17.456
-0.202;-0.555;-1.928;161.011;-248.657;8.789
-0.251;-0.773;-1.732;151.489;-257.996;3.540
-0.282;-0.939;-1.505;139.587;-264.099;5.432
-0.298;-1.037;-1.325;140.564;-263.855;12.085
-0.299;-1.104;-1.180;148.132;-261.230;19.409
-0.302;-1.151;-1.043;153.931;-258.423;28.687
-0.313;-1.172;-0.828;157.715;-251.831;37.781
-0.317;-1.157;-0.652;173.889;-238.831;40.527
-0.282;-1.133;-0.495;192.139;-223.389;36.499
-0.261;-1.125;-0.375;207.092;-207.825;34.424
-0.251;-1.156;-0.301;213.379;-190.735;35.095
-0.224;-1.202;-0.298;200.012;-171.753;29.846
-0.179;-1.261;-0.322;180.542;-159.912;27.344
-0.162;-1.283;-0.185;161.682;-148.315;25.330
-0.141;-1.289;0.035;149.658;-126.709;20.935
-0.063;-1.338;0.287;146.240;-97.412;10.254
0.170;-1.488;0.637;139.465;-68.359;-6.958
0.474;-1.764;1.023;124.451;-47.180;-23.376
0.776;-2.030;1.498;99.915;-41.870;-24.658
0.954;-2.180;2.165;74.585;-54.443;-7.080
1.126;-2.206;2.897;47.058;-70.984;18.921
1.277;-2.042;3.629;15.137;-80.627;51.086
1.357;-1.782;4.000;-5.493;-81.360;64.392
1.353;-1.477;4.000;-5.798;-54.626;67.749
1.267;-1.222;4.000;-1.099;-3.174;62.561
1.107;-1.034;4.000;3.479;48.645;54.504
0.785;-1.062;3.973;-1.770;84.656;44.922
1.381;-0.936;3.599;-36.133;100.952;48.462
0.909;-1.143;3.602;-90.759;72.510;49.011
0.537;-0.937;3.427;-118.347;85.754;61.523
0.389;-0.618;2.964;-127.441;94.666;82.031
0.441;-0.507;2.535;-164.612;87.463;90.027
0.403;-0.475;2.277;-188.538;75.256;80.872
0.331;-0.474;2.058;-188.293;66.528;66.711
0.276;-0.520;1.848;-189.331;66.528;47.729
0.257;-0.621;1.598;-188.965;73.547;24.353
0.248;-0.770;1.288;-176.331;84.290;1.404
0.229;-0.892;0.962;-153.076;97.229;-13.916
0.204;-0.952;0.681;-133.057;108.704;-24.536
0.139;-0.965;0.456;-119.324;115.967;-35.889
0.084;-0.986;0.277;-114.014;119.507;-51.514
0.052;-1.074;0.100;-117.310;121.216;-69.824
0.055;-1.293;-0.006;-131.775;121.521;-84.595
0.078;-1.553;-0.078;-133.728;124.817;-96.680
0.110;-1.713;-0.197;-108.154;135.559;-105.103
0.090;-1.770;-0.427;-75.500;148.010;-106.812
0.035;-1.729;-0.662;-72.693;151.123;-96.436
0.006;-1.640;-0.865;-102.173;143.066;-77.087
-0.025;-1.553;-1.015;-143.799;128.845;-56.824
-0.087;-1.500;-1.205;-193.115;114.502;-39.673
-0.032;-1.511;-1.504;-241.943;103.821;-30.212
0.065;-1.557;-1.679;-278.320;93.323;-27.344
0.108;-1.568;-1.705;-284.302;89.233;-32.471
0.155;-1.586;-1.753;-262.268;97.473;-40.771
0.257;-1.609;-1.804;-234.985;112.549;-47.302
0.342;-1.581;-1.900;-208.496;124.756;-50.537
0.401;-1.512;-2.150;-192.688;124.390;-48.828
0.486;-1.415;-2.521;-207.153;102.539;-38.879
0.587;-1.236;-2.717;-250.061;58.289;-21.973
0.735;-0.992;-2.750;-292.419;5.859;-8.545
0.883;-0.773;-2.671;-310.608;-36.438;-2.747
1.055;-0.609;-2.487;-307.617;-57.861;-3.296
1.232;-0.542;-2.325;-277.893;-54.443;-6.531
1.404;-0.570;-2.282;-219.666;-28.259;-11.292
1.535;-0.612;-2.405;-139.282;13.123;-11.597
1.507;-0.529;-2.583;-57.495;55.237;-3.052
1.392;-0.335;-2.898;4.639;79.590;13.489
1.269;-0.124;-3.217;27.527;73.364;35.095
1.148;0.052;-3.333;13.428;36.621;58.105
1.022;0.118;-3.189;4.883;-18.372;72.510
0.925;0.032;-2.937;27.893;-63.293;76.172
0.834;-0.139;-2.624;61.768;-84.045;72.571
0.758;-0.346;-2.388;98.083;-91.492;65.308
0.675;-0.547;-2.192;136.475;-90.210;58.228
0.584;-0.690;-1.995;170.959;-89.905;51.208
0.483;-0.836;-1.823;199.341;-91.309;55.481
0.396;-0.913;-1.666;202.881;-96.802;61.462
0.322;-1.002;-1.521;198.792;-110.718;66.650
0.267;-1.068;-1.380;195.374;-125.854;74.280
0.222;-1.132;-1.225;190.918;-140.930;83.130
0.199;-1.194;-1.045;188.599;-152.039;87.097
0.219;-1.251;-0.853;190.063;-157.166;88.013
0.249;-1.259;-0.681;192.871;-158.142;88.379
0.306;-1.242;-0.494;199.158;-154.724;88.257
0.371;-1.190;-0.303;207.458;-146.179;80.017
0.429;-1.166;-0.144;216.064;-129.639;68.054
0.489;-1.225;-0.093;220.032;-103.699;54.260
0.543;-1.377;-0.199;226.685;-73.792;40.771
0.579;-1.617;-0.481;235.291;-47.119;33.508
0.552;-1.847;-0.751;231.934;-37.292;38.513
0.499;-1.989;-0.906;214.233;-46.448;52.429
0.450;-2.075;-0.999;204.102;-64.209;64.270
0.433;-2.148;-0.912;205.261;-85.388;66.467
0.449;-2.202;-0.579;207.153;-107.849;60.181
0.629;-2.244;0.615;221.924;-143.066;34.851
0.732;-2.195;1.509;218.994;-139.343;37.720
0.758;-1.904;2.370;198.486;-112.793;49.988
0.690;-1.481;3.022;177.734;-79.224;52.795
0.650;-1.147;3.417;169.250;-49.011;42.969
0.619;-0.986;3.510;185.913;-19.348;27.527
0.625;-0.890;3.447;210.449;1.831;10.742
0.685;-0.854;3.523;209.473;18.616;-6.226
0.729;-0.887;3.664;184.082;28.381;-20.020
0.865;-0.838;3.849;138.855;35.950;-6.775
0.798;-0.690;4.000;75.623;11.292;24.414
0.665;-0.465;4.000;15.381;10.864;47.363
0.562;-0.191;4.000;-23.987;33.325;59.387
0.526;-0.054;4.000;-53.223;62.500;53.467
0.354;0.020;4.000;-88.928;82.825;39.307
0.223;-0.053;3.685;-128.967;107.788;14.099
0.153;-0.257;3.122;-140.930;143.677;-12.512
0.112;-0.583;2.690;-142.944;165.710;-32.837
0.119;-1.022;2.281;-148.621;178.650;-46.082
0.079;-1.444;1.827;-155.762;192.261;-56.152
0.114;-1.805;1.324;-156.921;203.735;-59.875
0.121;-2.078;0.812;-151.306;206.116;-56.274
0.144;-2.228;0.399;-146.667;195.435;-44.312
0.163;-2.247;0.084;-143.616;173.950;-29.114
0.160;-2.169;-0.124;-147.583;147.949;-14.648
0.158;-2.076;-0.248;-161.072;125.916;-4.333
0.159;-1.975;-0.371;-175.903;112.671;2.380
0.132;-1.868;-0.514;-186.584;106.873;5.554
0.121;-1.776;-0.649;-198.242;103.638;5.615
0.106;-1.724;-0.791;-210.510;102.112;1.465
0.094;-1.711;-0.915;-226.807;103.760;-6.836
0.127;-1.753;-1.081;-241.577;112.671;-17.822
0.174;-1.798;-1.294;-246.460;126.648;-28.564
0.256;-1.787;-1.569;-241.394;136.658;-34.241
0.345;-1.668;-1.813;-243.958;135.010;-32.593
0.427;-1.467;-1.984;-252.258;118.347;-26.917
0.523;-1.272;-2.032;-267.822;93.079;-23.437
0.665;-1.108;-2.030;-285.217;69.824;-26.733
0.828;-0.968;-2.023;-285.522;53.894;-34.485
0.925;-0.860;-1.938;-267.639;48.523;-44.800
0.965;-0.735;-1.916;-236.816;62.866;-53.406
0.857;-0.715;-2.049;-196.289;95.459;-62.683
0.809;-0.912;-2.835;-169.556;127.197;-66.406
0.781;-0.947;-3.755;-210.083;125.061;-50.354
0.768;-1.006;-4.000;-254.272;83.679;-20.386
0.844;-1.103;-4.000;-255.554;22.095;6.653
0.999;-1.215;-4.000;-207.764;-39.734;22.522
1.060;-1.179;-4.000;-123.169;-82.214;34.912
0.983;-0.914;-4.000;-25.696;-94.177;45.410
0.803;-0.663;-3.896;70.862;-91.858;49.072
0.543;-0.491;-3.469;149.475;-87.219;49.316
0.297;-0.433;-3.166;199.890;-87.646;52.002
0.066;-0.452;-2.918;207.703;-105.774;61.096
-0.126;-0.513;-2.648;192.932;-137.207;73.792
-0.280;-0.579;-2.332;185.181;-167.114;83.801
-0.387;-0.693;-2.050;187.012;-189.575;88.562
-0.436;-0.802;-1.737;189.880;-205.566;89.783
-0.455;-0.926;-1.417;200.745;-216.553;87.830
-0.458;-1.068;-1.151;219.849;-222.961;83.008
-0.428;-1.209;-0.884;230.896;-229.736;79.407
-0.375;-1.315;-0.647;233.032;-236.816;78.491
-0.318;-1.380;-0.451;226.013;-243.103;82.642
-0.261;-1.375;-0.297;208.984;-249.573;90.271
-0.206;-1.343;-0.177;187.744;-256.042;97.839
-0.118;-1.299;-0.065;174.255;-258.972;102.112
-0.082;-1.226;0.034;174.072;-253.601;102.234
-0.054;-1.088;0.187;182.068;-242.249;96.741
0.024;-0.991;0.475;196.960;-216.858;79.285
0.140;-1.053;0.738;225.342;-169.250;42.969
0.249;-1.193;0.872;257.080;-107.666;-3.174
0.327;-1.348;0.901;270.447;-49.622;-41.443
0.400;-1.504;0.800;270.325;-8.118;-65.613
0.439;-1.687;0.901;260.071;12.146;-78.247
0.476;-1.864;1.242;248.352;13.489;-82.153
0.600;-1.998;1.660;239.563;8.911;-76.416
0.734;-2.092;2.177;225.525;1.160;-68.665
0.807;-2.151;2.710;195.068;-1.770;-53.833
0.799;-2.083;3.097;140.381;11.353;-29.053
0.832;-1.936;3.173;95.276;40.039;-6.897
0.751;-1.786;3.111;83.862;48.523;8.301
0.676;-1.685;3.155;83.557;36.865;12.207
0.686;-1.680;3.243;76.477;44.739;8.179
0.686;-1.682;3.296;66.406;68.970;-0.244
0.715;-1.711;3.253;65.002;103.577;-6.042
0.847;-1.657;3.201;62.988;116.211;15.076
0.848;-1.554;3.215;21.851;76.721;35.645
0.783;-1.390;3.198;-19.714;71.533;47.302
0.721;-1.297;3.056;-21.484;85.693;50.537
0.634;-1.264;2.841;-21.545;110.168;49.194
0.532;-1.264;2.573;-35.706;139.709;42.786
0.393;-1.296;2.251;-49.622;168.457;31.433
0.265;-1.406;1.914;-54.871;195.984;16.418
0.149;-1.549;1.586;-63.904;219.421;9.155
0.056;-1.711;1.239;-72.998;239.075;12.756
-0.087;-1.787;0.879;-76.172;253.052;23.743
-0.192;-1.820;0.469;-74.524;260.315;39.978
-0.302;-1.813;0.167;-82.825;257.080;57.922
-0.425;-1.754;-0.020;-96.985;245.544;77.026
-0.520;-1.678;-0.153;-109.192;233.582;94.543
-0.612;-1.615;-0.297;-117.004;225.647;105.408
-0.684;-1.568;-0.473;-122.864;222.961;110.840
-0.784;-1.508;-0.603;-138.489;222.656;114.502
-0.906;-1.500;-0.711;-168.152;225.769;114.136
-1.001;-1.524;-0.864;-199.097;235.107;105.652
-1.025;-1.524;-1.159;-211.975;245.544;97.290
-1.066;-1.450;-1.510;-215.088;246.155;95.825
-1.092;-1.314;-1.855;-226.501;230.591;102.417
-1.014;-1.184;-2.128;-259.705;200.745;110.779
-0.886;-1.016;-2.295;-296.143;166.931;112.549
-0.746;-0.864;-2.447;-313.293;137.939;106.201
-0.623;-0.705;-2.602;-314.636;118.408;91.675
-0.477;-0.569;-2.776;-301.147;106.934;70.313
-0.353;-0.508;-2.921;-273.621;98.938;47.791
-0.229;-0.451;-3.190;-238.281;86.792;24.414
-0.069;-0.370;-3.487;-213.623;68.665;7.629
0.154;-0.313;-3.766;-199.158;48.950;-3.479
0.411;-0.376;-4.000;-173.767;19.470;-16.174
0.727;-0.352;-4.000;-151.306;19.775;-16.235
0.917;-0.237;-4.000;-111.877;18.433;-8.972
0.863;0.242;-4.000;2.625;-34.729;15.991
0.671;0.466;-4.000;60.486;-66.650;20.813
0.511;0.618;-3.728;117.065;-89.294;19.836
0.319;0.702;-3.387;170.654;-107.605;11.780
0.118;0.737;-3.015;212.097;-122.131;0.305
-0.110;0.706;-2.736;241.638;-127.686;-16.174
-0.302;0.668;-2.611;265.503;-127.686;-40.222
-0.482;0.537;-2.566;281.372;-133.484;-66.162
-0.658;0.302;-2.485;281.677;-151.367;-95.581
-0.770;0.011;-2.419;279.968;-173.340;-120.178
-0.842;-0.332;-2.322;276.917;-197.876;-138.611
-0.878;-0.659;-2.107;269.165;-224.670;-151.245
-0.924;-0.933;-1.879;268.982;-243.713;-151.672
-0.935;-1.113;-1.660;263.062;-252.380;-146.057
-0.944;-1.272;-1.482;257.202;-253.052;-137.756
-0.955;-1.403;-1.351;250.244;-247.314;-129.883
-0.942;-1.452;-1.259;237.549;-238.159;-120.239
-0.969;-1.505;-1.225;224.548;-232.178;-114.014
-1.030;-1.509;-1.195;214.233;-229.858;-109.985
-1.062;-1.576;-1.311;209.106;-237.915;-113.586
-1.124;-1.708;-1.382;183.472;-251.648;-117.798
-0.964;-1.959;-1.401;131.836;-268.799;-113.403
-0.756;-2.226;-1.192;83.313;-280.457;-91.736
-0.739;-2.334;-0.828;70.923;-271.240;-56.274
-0.719;-2.336;-0.476;104.553;-248.901;-35.583
-0.662;-2.337;-0.178;156.555;-221.558;-40.100
-0.533;-2.360;-0.019;184.204;-191.223;-56.152
-0.303;-2.423;0.062;174.316;-164.673;-68.726
-0.144;-2.541;0.304;149.536;-143.494;-73.547
0.011;-2.661;0.646;133.911;-126.404;-74.036
0.186;-2.787;0.959;142.883;-121.704;-73.608
0.399;-2.914;1.375;148.132;-125.549;-64.636
0.579;-3.079;1.875;144.897;-128.723;-50.415
0.291;-3.088;2.355;136.536;-121.643;-30.640
0.909;-3.141;2.568;90.759;-117.554;-11.475
0.856;-2.729;3.292;15.320;-98.572;15.320
0.842;-2.479;3.663;5.005;-99.243;47.119
0.754;-2.278;3.984;2.502;-88.806;66.711
0.791;-2.150;4.000;-31.250;-70.923;73.608
0.574;-2.020;4.000;-46.448;-31.555;74.097
0.661;-1.900;4.000;-47.485;24.414;74.158
0.501;-1.602;4.000;-56.274;40.771;89.172
0.443;-1.196;3.957;-115.784;38.330;115.356
0.169;-0.980;3.592;-167.786;103.027;83.374
0.027;-0.901;3.028;-147.949;172.302;42.175
0.006;-0.970;2.598;-137.024;190.308;26.733
-0.079;-1.164;2.226;-144.897;200.439;8.850
-0.225;-1.358;1.888;-142.456;226.990;-9.338
-0.365;-1.584;1.483;-126.404;251.221;-21.545
-0.484;-1.784;1.036;-115.051;272.339;-26.245
-0.611;-1.949;0.623;-111.206;281.311;-22.095
-0.709;-2.100;0.277;-114.502;279.297;-12.329
-0.795;-2.171;0.038;-122.864;276.550;-1.343
-0.880;-2.151;-0.212;-123.291;277.466;8.362
-0.918;-2.050;-0.554;-115.967;281.189;19.897
-0.989;-1.950;-0.848;-118.103;276.489;33.630
-1.060;-1.747;-1.027;-129.333;258.423;48.950
-1.152;-1.573;-1.110;-153.381;239.197;59.692
-1.235;-1.502;-1.170;-180.054;224.426;58.777
-1.237;-1.480;-1.310;-206.360;221.008;47.852
-1.162;-1.494;-1.477;-231.812;225.403;33.997
-1.051;-1.515;-1.602;-246.460;229.858;21.423
-0.904;-1.583;-1.745;-240.784;230.957;13.428
-0.708;-1.522;-1.773;-233.215;228.699;13.123
-0.580;-1.371;-1.803;-220.276;226.135;16.785
-0.499;-1.224;-1.924;-212.585;223.206;20.386
-0.409;-1.042;-2.063;-225.586;221.924;22.583
-0.240;-0.877;-2.357;-239.075;219.727;21.057
-0.041;-0.794;-2.798;-254.700;206.421;15.747
0.135;-0.771;-3.164;-268.738;176.819;9.399
0.407;-0.742;-3.508;-262.817;142.883;2.441
0.648;-0.759;-3.894;-236.755;106.873;-8.179
0.849;-0.847;-4.000;-210.205;88.013;-19.714
1.045;-0.946;-4.000;-175.171;81.848;-16.785
1.124;-0.950;-4.000;-134.399;78.186;3.967
1.062;-0.831;-4.000;-85.083;45.227;30.640
0.935;-0.611;-4.000;-38.879;-3.601;57.861
0.728;-0.382;-4.000;6.226;-64.148;77.148
0.464;-0.241;-4.000;52.490;-125.244;84.961
0.168;-0.245;-3.999;99.243;-180.847;84.106
-0.139;-0.319;-3.369;129.944;-217.529;82.886
-0.394;-0.432;-2.805;146.851;-236.084;82.703
-0.619;-0.562;-2.396;159.729;-244.507;82.764
-0.815;-0.697;-2.122;168.518;-251.892;83.008
-0.975;-0.849;-1.909;169.922;-262.085;82.825
-1.123;-1.005;-1.755;166.565;-275.940;81.604
-1.209;-1.174;-1.582;163.757;-294.556;79.285
-1.274;-1.316;-1.386;164.429;-311.646;77.026
-1.316;-1.439;-1.166;167.236;-326.111;73.792
-1.297;-1.555;-0.907;167.236;-337.097;69.153
-1.188;-1.666;-0.663;169.739;-343.140;67.017
-1.069;-1.759;-0.402;174.255;-344.116;70.801
-0.941;-1.826;-0.178;178.223;-335.754;79.163
-0.807;-1.827;-0.052;182.312;-313.843;88.867
-0.716;-1.795;-0.037;192.749;-284.058;96.619
-0.678;-1.730;-0.073;208.130;-254.883;97.290
-0.624;-1.639;-0.110;219.116;-227.478;91.492
-0.623;-1.554;-0.086;229.248;-206.970;78.430
-0.590;-1.525;0.025;240.173;-188.599;57.617
-0.539;-1.540;0.342;241.882;-169.067;33.875
